Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SL,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
14,0,82089,0,0,0,0,0,0,37276,470489,208307,83014,98829,0,0,0,0,60096,0,17891,71124,0,0,0,362233,695345,200718,27772,0,227891,751620,203173,323326,410088,230789,35731,0,135181,0,102514,0
15,0,79236,0,0,0,0,0,0,39913,584858,302781,111299,116416,0,0,0,0,61331,0,68969,61724,0,0,0,450839,844120,210896,28667,0,193795,1086148,282287,433119,542460,229362,38451,0,178821,0,117228,0
16,0,98601,0,0,0,0,0,0,53994,522565,215761,109604,90707,0,0,0,0,39719,0,40648,82415,0,0,0,371275,775805,178602,27007,0,194140,966361,274424,450975,432487,121908,41094,0,142565,0,130823,0
17,0,100689,0,0,0,0,0,0,35214,483420,141533,93882,77707,0,0,0,0,39413,0,26620,110838,0,0,0,358593,739998,170402,21346,0,194419,1055471,314069,474165,450810,122690,25369,0,148614,0,95498,0
18,0,80924,0,0,0,0,0,0,49923,377503,163937,101106,95686,0,0,0,0,81124,0,40783,131367,0,0,0,400908,792044,173477,17707,0,172721,962120,304436,513176,417942,185425,28498,0,137772,0,111676,0
19,0,93049,0,0,0,0,0,0,48351,322717,248043,116504,105551,0,0,0,0,102871,0,20977,136463,0,0,0,388102,796234,191563,23503,0,201822,899595,296899,464916,356918,250879,27530,0,117662,0,94085,0
20,0,77260,0,0,0,0,0,0,57669,339676,337915,108926,122237,0,0,0,0,107874,0,18713,156046,0,0,0,376722,834426,221946,25287,0,295473,866602,329351,443642,484024,272534,37783,0,159558,0,91123,0
21,0,58017,0,0,0,0,0,0,66514,385979,336180,88552,112739,0,0,0,0,96590,0,39916,154575,0,0,0,334611,793871,241979,26693,0,309516,572772,336195,334982,406199,232613,18686,0,133900,0,49244,0
22,0,42437,0,0,0,0,0,0,76634,357586,354684,52147,105102,0,0,0,0,117416,0,53811,142102,0,0,0,409058,755340,249636,28397,0,298187,711848,357258,347323,486654,260485,15469,0,160435,0,17983,0
23,0,38540,0,0,0,0,0,0,61608,310517,370667,49340,130098,0,0,0,0,153492,0,57409,152441,0,0,0,477864,700833,221658,18550,0,288877,787230,386168,309787,508972,407649,20047,0,167781,0,19154,0
24,0,44398,0,0,0,0,0,0,49986,422814,361648,48020,152864,0,0,0,0,147627,0,56203,125346,0,0,0,311910,531150,166798,12912,0,239584,603924,246193,311298,482830,446114,17224,0,159164,0,30411,0
25,0,87327,0,0,0,0,0,0,70998,316501,334911,58656,166223,0,0,0,0,151909,0,32782,159489,0,0,0,363258,681268,173626,9637,0,278787,745403,300965,351019,467267,529924,23995,0,154039,0,35975,0
26,0,91668,0,0,0,0,0,0,103934,416430,280826,54187,151530,0,0,0,0,135217,0,44386,189225,0,0,0,410125,678821,193146,8032,0,245696,791084,318353,321671,420813,476767,19994,0,138722,0,26036,0
27,0,52391,0,0,0,0,0,0,98505,473043,278576,45356,141160,0,0,0,0,151902,0,38865,134513,0,0,0,560931,638242,188441,10502,0,245346,727122,354208,321782,552234,425515,17819,0,182045,0,25865,0
28,0,43715,0,0,0,0,0,0,94802,421538,244343,41042,153289,0,0,0,0,154536,0,34587,111361,0,0,0,579234,559328,176235,9308,0,252152,720535,363705,373975,537435,541096,17410,0,177164,0,28092,0
29,0,33693,0,0,0,0,0,0,84738,359418,284841,37238,147363,0,0,0,0,148171,0,45250,136805,0,0,0,395790,395507,172490,7535,0,171560,525502,255059,339422,400218,462720,12552,0,131933,0,29377,0
30,0,33542,0,0,0,0,0,0,96423,324023,256502,43930,167071,0,0,0,0,145522,0,46891,155909,0,0,0,531002,565122,152430,6964,0,177377,569553,305709,445500,404818,481647,20477,0,133444,0,28460,0
31,0,53240,0,0,0,0,0,0,141256,426543,197698,46103,159715,0,0,0,0,170592,0,23667,135859,0,0,0,562100,541070,174864,10912,0,215898,558156,279736,464658,357417,512849,29193,0,117821,0,29193,0
32,0,35590,0,0,0,0,0,0,94690,389023,190097,49898,165401,0,0,0,0,173792,0,27382,83573,0,0,0,508495,560559,188741,9600,0,186969,621177,269196,396229,358524,500179,23557,0,118190,0,32691,0
33,0,35051,0,0,0,0,0,0,73270,334362,191611,50850,163778,0,0,0,0,146582,0,19114,90387,0,0,0,423562,522709,173883,13719,0,188543,611298,276139,392911,268884,403824,18716,0,88633,0,33443,0
34,0,34002,0,0,0,0,0,0,70804,317437,199155,49884,140370,0,0,0,0,153878,0,14002,114324,0,0,0,382601,568949,193810,12833,0,205992,752956,264853,369933,345254,457375,6653,0,113815,0,30298,0
35,0,34590,0,0,0,0,0,0,67600,350791,223287,51741,122733,0,0,0,0,162919,0,21572,110429,0,0,0,403985,614411,186682,12097,0,180012,645106,282938,340707,386085,367486,9968,0,127271,0,29187,0
36,0,31574,0,0,0,0,0,0,54085,304535,200675,39597,107844,0,0,0,0,130848,0,17747,89023,0,0,0,397353,538092,156061,11535,0,226018,675938,325847,391776,439459,392671,12532,0,144871,0,26606,0
37,0,35342,0,0,0,0,0,0,45520,297042,238942,35772,97963,0,0,0,0,107751,0,28427,123132,0,0,0,411734,640205,173443,11390,0,208154,717170,386469,471652,439780,419690,16648,0,144976,0,31323,0
38,0,36668,0,0,0,0,0,0,48815,200500,228602,33310,98091,0,0,0,0,66831,0,10576,84674,0,0,0,452675,634443,153295,14554,0,160026,719254,325912,437699,368589,270368,6816,0,121507,0,25008,0
39,0,35706,0,0,0,0,0,0,45511,253242,183705,35580,88386,0,0,0,0,63593,0,27959,57454,0,0,0,354000,604306,147768,17408,0,194818,652017,325482,429537,376866,242250,7979,0,124239,0,26603,0
40,0,32669,0,0,0,0,0,0,39914,232683,235202,35027,85325,0,0,0,0,68741,0,37643,42548,0,0,0,246064,556445,208092,22213,0,281072,603632,280346,322091,359846,263365,13547,0,118624,0,35227,0
41,0,50880,0,0,0,0,0,0,59316,201157,108721,41830,72357,0,0,0,0,56698,0,27679,83688,0,0,0,305849,707996,244867,24896,0,294840,701631,311863,361380,489723,251699,16822,0,161443,0,32121,0
42,0,38097,0,0,0,0,0,0,50289,245109,165801,36677,68813,0,0,0,0,62901,0,40776,146458,0,0,0,315150,695679,234485,23667,0,273733,675834,276016,279809,508469,262948,20700,0,167616,0,44178,0
43,0,37360,0,0,0,0,0,0,37420,228123,153050,28470,54555,0,0,0,0,50230,0,32884,152750,0,0,0,270006,728944,228301,33287,0,235342,569822,383698,367609,487539,264941,15080,0,160722,0,38910,0
44,0,41293,0,0,0,0,0,0,34412,174812,162357,28997,56478,0,0,0,0,46127,0,38857,109375,0,0,0,295437,777032,231864,31006,0,123247,659538,327681,358189,477566,239750,12479,0,157433,0,39202,0
45,0,35943,0,0,0,0,0,0,43763,229095,246029,76643,78410,0,0,0,0,49578,0,62827,84539,0,0,0,296738,784937,251952,34960,0,134675,762737,271176,331238,459339,375484,21843,0,151419,0,54156,0
46,0,49621,0,0,0,0,0,0,65424,200428,282256,56625,76860,0,0,0,0,70190,0,52880,114917,0,0,0,355845,808289,271560,37631,0,147778,958396,317716,407458,573924,466075,19561,0,189199,0,54058,0
47,0,44796,0,0,0,0,0,0,47092,268212,311521,76174,90647,0,0,0,0,66212,0,47326,67440,0,0,0,338512,790247,261815,36751,0,132789,882905,339196,411106,548585,508094,21108,0,180841,0,33515,0
48,0,36724,0,0,0,0,0,0,55947,316961,254284,138352,100147,0,0,0,0,38598,0,25513,57459,0,0,0,449346,958571,271563,43155,0,166151,1129657,490165,552501,749578,442475,45797,0,247093,0,43507,0
49,0,47779,0,0,0,0,0,0,111180,377904,230134,160767,98169,0,0,0,0,42792,0,15133,72732,0,0,0,539610,979940,261199,38932,0,169606,1138855,434160,543892,718424,352582,59980,0,236825,0,126248,0
50,0,85676,0,0,0,0,0,0,206700,531942,296672,142784,98132,0,0,0,0,71031,0,58229,78564,0,0,0,482530,851588,227353,37729,0,160646,1072608,355100,474417,700763,392308,53213,0,231004,0,124531,0
51,0,116280,0,0,0,0,0,0,186473,564406,219182,118559,105748,0,0,0,0,54581,0,72572,114614,0,0,0,482282,739176,219712,42823,0,158570,1117183,315109,484790,698310,305140,42902,0,230205,0,106997,0
52,0,87065,0,0,0,0,0,0,175942,422010,247108,179155,80909,0,0,0,0,33043,0,67818,95749,0,0,0,622701,953037,228112,38177,0,111288,875479,436527,696108,540957,89771,46968,0,178335,0,118033,0
