Time,Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SL,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
41,1,0,0,13.61874627,0,0,5.476153245,0,0,1223.077977,10295.53056,887.4400224,0,498.4323022,0,1.471866951,0,0,107.1451518,0,2518.075978,0,0,4.385964912,0,0,0.101757235,0.610828306,1.073438844,165.397098,0,0,0,0,0,0,0,0,0,0,0,0
42,1,0,0,0,0,0,0,0,0,21.82889845,1586.524382,0,0,0,0,0,0,0,0,0,72.9877095,0,0,4.385964912,0,0,0.20351447,0.610828306,0.954167861,8.705110421,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,0,0,0,0,0,0,0,0,276.7978709,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.20351447,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,0,0,0,0,0,0,0,0,0,128.2721841,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,0,0,0,0,0,0,0,0,0,128.2721841,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,0,0,0,0,0,0,0,0,0,128.2721841,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.407218871,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.407218871,0.715625896,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,0,0,0,0,0,0,0,0,0,128.2721841,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.20351447,0.407218871,0.715625896,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.20351447,0.509023588,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,0,0,0,0,0,0,0,0,0,135.0233517,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.407218871,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,0,0,0,0,0,0,0,0,0,128.2721841,0,0,0,0,0,0,0,0,6.351043682,0,0,0,4.385964912,0,0,0.101757235,0.407218871,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,0,0,0,0,0,1.485836311,0,0,0,128.2721841,0,0,0,0,0,0,0,0,82.56356787,0,28.68663594,0,4.385964912,0,0,0.101757235,0.407218871,0.954167861,0,0,0,0,0,0,0,0,7,41.37931034,51.75965909,5.227586207,4.444444444
56,1,0,43.2279625,13.61874627,0,0,502.212673,0,0,0,506.3375687,952.619233,40.75471698,319.507886,0,0,21.73099326,0,0,374.7115773,0,258.1797235,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,2.1,42,179.3103448,621.1159091,73.1862069,33.33333333
57,1,51.78863937,165.7071896,40.85623881,0,0,1818.905239,5.085910653,0,145.605949,10147.00488,2642.264925,95.09433962,3693.511163,0,0,342.6810475,2217.464801,53.57257589,1143.187863,1277.284916,602.4193548,31.36882129,26.31578947,0,0,0.101757235,0.610828306,1.311980809,30.46788647,0,0,0,0,0,104.7282072,5.95,84,303.4482759,1915.107386,177.737931,66.66666667
58,1,235.4029062,313.4027281,245.1374328,100.4531565,72.31414969,5265.336693,10.17182131,673.6024096,553.2786183,26802.13531,6713.4587,176.6037736,10332.88503,2.541529412,147.1866951,927.7462506,6969.17509,357.150506,2565.821648,4853.682682,774.5391705,135.9315589,87.71929825,7.98669803,0,0.20351447,5.497454754,9.303136647,274.2109783,38.5421634,130.6019174,30.11504187,18.16928327,15.12973361,226.9111157,9.8,112,393.1034483,2587.982955,219.5586207,100
59,1,461.3896962,439.4842854,571.9873433,401.8126261,289.2565987,8305.558843,10.17182131,2309.493976,880.8920035,35740.68119,10915.0109,190.1886792,17189.52427,10.16611765,165.2170653,1534.542447,11404.10469,857.1612143,2248.269464,7736.697207,956.2211982,240.4942966,175.4385965,156.7389488,0,1.424601287,28.50532095,32.68024925,940.1519255,100.2096248,339.5649852,78.29910887,47.24013651,39.33730738,144.0012849,11.55,217,420.6896552,2950.300568,182.9655172,115.5555556
60,1,548.4887715,482.7122479,606.034209,736.6564813,457.9896147,9132.95207,10.17182131,4041.614458,1186.67649,40270.71463,12890.44236,176.6037736,23873.62925,15.24917647,276.7109868,2189.815474,13700.74558,1428.602024,1956.121454,9232.945251,1118.778802,313.6882129,276.3157895,414.3099603,0,2.442173634,57.31605605,64.6448726,1693.143977,146.4602209,496.287286,114.4371591,69.04327643,57.49298772,235.6384663,7.7,357,386.2068966,2795.021591,130.6896552,120
61,1,470.8058124,515.1332198,633.2717015,987.7893726,699.0367803,7823.785215,5.085910653,4618.987952,1150.275003,42005.7647,12243.66404,135.8490566,22250.52918,20.33223529,265.6719847,2363.663421,11483.28078,1750.037479,1321.017086,9999.316201,1118.778802,292.7756654,192.9824561,494.1769406,0,0.814057878,61.79546362,80.50791329,2137.104608,138.7517882,470.1669026,108.4141507,65.40941978,54.46704099,401.4581277,4.55,322,317.2413793,2277.425,78.4137931,102.2222222
62,1,313.0858653,443.0866156,544.7498507,870.5940233,470.041973,4909.158364,0,4330.301205,873.6356938,41911.24836,9666.578323,81.50943396,16876.40654,17.79070588,266.0399514,2034.355292,7127.527258,1607.177277,647.8064556,9397.167598,535.483871,219.581749,166.6666667,271.0485644,0,0.305271704,43.97963803,68.93862797,2476.603915,77.0843268,261.2038348,60.23008374,36.33856654,30.25946722,610.9145422,2.45,210,179.3103448,1345.751136,47.04827586,66.66666667
63,1,120.0554822,237.7537938,299.6124179,468.7813972,325.4136736,1894.730885,0,2983.096386,567.8512071,40196.45179,6116.818233,27.16981132,12869.77765,7.624588235,184.7193024,997.954075,2930.202257,1107.166568,107.9677426,7882.672626,86.05990783,135.9315589,96.49122807,41.43099603,0,0.101757235,17.51041144,24.21200948,2951.032433,0,0,0,0,0,292.3662452,0.35,56,41.37931034,258.7982955,10.45517241,20
64,1,11.77014531,39.62563229,54.47498507,100.4531565,72.31414969,115.3997729,0,769.8313253,713.4571561,30771.82184,2281.272374,0,5942.84668,0,205.3254397,223.996392,79.17608371,446.4381324,6.351043682,5565.312849,0,41.82509506,21.92982456,0,0,0.101757235,2.137899071,3.339587514,2454.841139,0,0,0,0,0,82.90983073,0,0,0,0,0,0
65,1,0,0,13.61874627,0,0,1.852228303,0,0,218.4089235,11969.82012,847.3297389,0,466.4815136,0,1.839833689,1.671614866,0,89.28762649,0,2171.384358,0,0,4.385964912,0,0,0.101757235,0.610828306,1.073438844,961.9147015,0,0,0,0,0,0,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,7.256309648,1512.261539,0,0,0,0,0,0,0,0,0,54.74078212,0,0,4.385964912,0,0,0.101757235,0.610828306,1.073438844,69.64088337,0,0,0,0,0,0,0,0,0,0,0,0
67,1,0,0,0,0,0,0,0,0,0,175.5303572,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.610828306,1.073438844,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,0,0,0,0,0,0,0,0,0,162.028022,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.610828306,1.192709827,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,0,0,0,0,0,0,0,0,0,162.028022,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.610828306,1.073438844,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,0,0,0,0,0,0,0,0,0,162.028022,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,0,0,0,0,0,0,0,0,155.2768544,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,0,0,0,0,0,0,0,0,0,67.51167583,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1,0,0,0,0,0,0,0,0,0,54.00934067,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.610828306,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,0,0,0,0,0,0,0,0,0,54.00934067,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,0,0,0,0,0,0,0,0,0,54.00934067,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.407218871,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0,0,54.00934067,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,1.192709827,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,0,0,0,0,0,0,0,0,0,54.00934067,0,0,0,0,0,0,0,0,0,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.954167861,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,0,0,0,0,0,0,0,0,0,74.26284341,0,0,0,0,0,0,0,0,6.351043682,0,0,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,0,0,0,0,0,1.485836311,0,0,0,94.51634616,0,0,0,0,0,0,0,0,69.8614805,0,28.68663594,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0,7,0,0,0,0
80,1,0,86.455925,13.61874627,0,0,592.848688,0,0,7.256309648,445.5770605,997.743302,40.75471698,191.7047316,0,0,18.38776353,0,0,768.4762855,0,334.6774194,0,4.385964912,0,0,0.101757235,0.509023588,0.834896879,0,0,0,0,0,0,0,0.35,28,20.68965517,103.5193182,20.91034483,6.666666667
81,1,35.31043593,349.4260302,27.23749254,0,0,1713.81352,5.085910653,0,749.8586433,8243.175619,2256.203447,67.9245283,3719.071794,0,0,280.8312975,1187.94666,71.43010119,1454.389003,1058.321788,736.2903226,10.45627376,17.54385965,0,0,0.101757235,0.509023588,1.431251792,78.34599379,15.41686536,52.24076695,12.04601675,7.267713309,6.051893444,17.45470121,1.05,49,48.27586207,207.0386364,47.04827586,13.33333333
82,1,164.7820343,601.5891448,170.2343284,66.96877102,72.31414969,4421.264871,5.085910653,288.686747,2591.761904,20685.57747,5134.116287,122.2641509,11144.43507,7.624588235,161.1694312,747.2118451,4910.062456,375.0080313,2883.373832,3448.669274,975.3456221,83.65019011,52.63157895,6.48919215,0,0.20351447,2.036094353,13.59689202,696.4088337,131.0433556,444.0465191,102.3911424,61.77556312,51.44109427,122.1829084,2.1,56,68.96551724,258.7982955,57.50344828,15.55555556
83,1,266.005284,821.3312875,367.7061493,284.6172769,325.4136736,6459.095235,5.085910653,673.6024096,3669.233932,27051.92851,8177.484048,135.8490566,21228.10395,27.95682353,192.4466039,1417.529406,9028.211373,767.8735878,2997.692618,5090.892737,975.3456221,167.3003802,96.49122807,161.2314665,0,0.407028939,11.91115197,60.58965919,2319.911927,200.4192497,679.1299704,156.5982177,94.48027301,78.67461477,305.4572711,4.55,42,89.65517241,207.0386364,67.95862069,13.33333333
84,1,376.6446499,918.5942031,442.6092537,519.0079754,602.617914,7134.997692,5.085910653,962.2891566,4258.974008,29320.32081,9445.971763,135.8490566,21234.49411,50.83058824,255.7368828,1711.733623,8949.03529,1160.739144,2337.184075,5328.102793,917.9723502,167.3003802,131.5789474,424.7925015,0,1.119329582,13.64183217,105.5548197,3799.780699,223.5445477,757.4911208,174.6672429,105.381843,87.75245493,357.8213747,11.2,35,75.86206897,207.0386364,73.1862069,13.33333333
85,1,395.4768824,839.3429385,422.1811343,569.2345537,590.5655558,6220.060649,0,1058.518072,3771.182085,29543.10934,8914.510507,108.6792453,22966.22685,68.62129412,310.19596,1400.813258,7206.779692,1250.026771,1308.314999,5419.33743,602.4193548,146.3878327,171.0526316,498.6694583,0,0.814057878,11.60573781,102.930858,4174.100447,177.2939516,600.76882,138.5291926,83.57870305,69.5967746,253.0931675,11.55,21,41.37931034,155.2789773,62.73103448,8.888888889
86,1,268.3593131,421.4726344,360.8967761,519.0079754,554.4084809,4103.029767,0,962.2891566,2970.349365,27727.04526,7666.077933,81.50943396,22985.39732,55.91364706,236.6026124,944.4623993,3563.763629,1142.881619,876.4440281,4963.164246,258.1797235,115.0190114,153.5087719,276.5394193,0,0.407028939,12.92919914,54.38756809,4483.131867,69.37589412,235.0834513,54.20707537,32.70470989,27.2335205,257.4568428,7.7,14,27.5862069,103.5193182,41.82068966,4.444444444
87,1,127.1175694,176.5141802,224.7093134,318.1016624,337.4660319,1342.490967,0,481.1445783,1980.2529,23278.02583,5003.757866,27.16981132,17572.93373,25.41529412,348.8324674,478.0818517,1029.518141,803.5886384,330.2542715,4835.435754,66.93548387,62.73764259,118.4210526,48.41935681,0,0.20351447,6.719111366,17.05575052,3725.78726,0,0,0,0,0,87.27350603,1.75,0,6.896551724,0,15.68275862,0
88,1,16.47820343,21.61398125,54.47498507,83.71096378,72.31414969,58.8131961,0,96.22891566,815.4053082,15095.61072,2211.079378,0,9284.899169,2.541529412,235.1307455,105.3117366,0,357.150506,25.40417473,3576.397765,0,20.91254753,39.47368421,0,0,0.101757235,0.916242459,2.623961618,2124.046943,0,0,0,0,0,8.727350603,0,0,0,0,0,0
89,1,0,0,20.4281194,0,0,0.805316654,0,0,167.4348474,5225.403709,902.4813787,0,747.6484534,0,1.839833689,0,0,71.43010119,0,1277.284916,0,0,4.385964912,0,0,0.20351447,0.509023588,1.073438844,766.0497171,0,0,0,0,0,0,0,0,0,0,0,0
