Time,Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SL,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
40,1,5465.165193,0,0,3668.875672,3388.885465,13416.69698,0,918.5674008,201.6145308,1135.822402,1507.541609,0,0,44.39959637,1103.32997,0,9986.390136,0,8789.101917,2000,766.9021191,0,0,112.05074,74.46991204,148.3243703,92.31807277,52.31357457,17270.99307,137.2462015,508.3648541,753.9309276,412.3540584,35.08086765,0,0,0,0,0,0,0
41,1,3618.427175,0,0,3707.604265,3420.056643,15409.34519,0,887.3707721,228.8597376,1294.046418,1515.603329,0,1133.333333,31.78607467,1134.409687,0,10497.16494,0,8819.374369,2000,792.1291625,0,0,107.8224101,70.92602959,141.2658936,87.92483007,49.82407037,15648.05263,130.714914,484.1727309,718.0527789,392.7309076,33.41143543,0,0,0,0,0,0,0
42,1,3184.215914,0,0,3700.583154,3484.129155,20873.81001,0,909.9016706,283.3501514,1426.841574,1523.665049,0,850,24.21796165,1157.013118,0,8750.208463,0,8738.64783,1824,806.2563068,0,0,105.7082452,64.3764994,128.2209616,79.80557777,45.22316074,13903.99723,118.6442923,439.4627149,651.7455518,356.464914,30.32611955,0,0,0,0,0,0,0
43,1,3235.141926,0,0,3686.322246,3494.747739,24889.01987,0,982.6938043,354.1876892,1573.763875,1526.352288,0,566.6666667,21.19071645,1157.013118,0,7935.387436,0,8577.194753,1008,814.3289606,0,0,103.5940803,56.59931028,112.7308577,70.16443423,39.75984606,13964.55471,104.3111255,386.3721511,573.0095462,313.4011395,26.66248501,0,0,0,0,0,0,0
44,1,3663.992555,0,0,3662.403366,3495.812632,26416.66869,0,1081.483129,397.7800202,1689.606458,1526.352288,0,0,21.19071645,1138.64783,0,6570.559835,0,8435.92331,960,816.3471241,0,0,99.36575053,51.31977209,102.2154138,63.61955218,36.05107957,15187.81579,94.58106757,350.3316673,519.5596761,284.1673331,24.17542983,0,0,0,0,0,0,0
45,1,3964.187994,0,0,3640.269288,3472.392867,26546.53432,0,1133.47751,411.4026236,1681.130172,1526.352288,0,566.6666667,28.75882947,1120.282543,0,5182.212216,0,8405.650858,608,806.2563068,0,0,103.5940803,50.14654138,99.87864854,62.16513395,35.22690924,14303.67659,92.41883247,342.3226709,507.6819272,277.6709316,23.6227509,0,0,0,0,0,0,0
46,1,4044.597487,0,0,3626.98415,3472.444101,26297.4275,0,1081.483129,384.1574168,1703.733602,1526.352288,0,850,40.86781029,1104.742684,0,5294.860723,0,8466.195762,360,784.0565086,0,0,118.3932347,53.56947221,106.6962215,66.40843663,37.63144742,13044.08102,98.72720912,365.6891244,542.3355658,296.6243503,25.23520592,0,0,0,0,0,0,0
47,1,4468.087483,0,0,3617.18535,3471.089929,24987.0122,0,998.2921186,343.2896065,1830.877901,1523.665049,0,283.3333333,68.11301715,1104.742684,0,5186.021126,0,8627.64884,376,760.8476287,0,0,141.6490486,54.37380048,108.2982307,67.40553778,38.19647141,16217.29294,100.2095662,371.1798281,550.4785586,301.0780688,25.61410436,0,0,0,0,0,0,0
48,1,5392.79665,0,0,3490.967791,3474.942777,23357.45136,0,934.1657152,305.1463169,2006.05449,1526.352288,0,0,114.530777,1123.107972,0,6127.964517,0,8748.738648,272,731.5842583,0,0,160.6765328,52.9707617,105.5037485,65.66623351,37.21086565,17234.65859,97.62380048,361.6020592,536.2742403,293.3091763,24.95316873,0,0,0,0,0,0,0
49,1,5513.410889,0,0,3467.282958,3472.764515,16329.54473,0,863.1067276,258.8294652,2155.80222,1526.352288,0,0,158.4258325,1131.584258,0,4271.787553,0,8789.101917,296,706.3572149,0,0,164.9048626,50.55172931,100.6856757,62.66743303,35.51154538,17937.12535,93.16558377,345.0886645,511.7840364,279.9145342,23.81362455,0,0,0,0,0,0,0
50,1,5532.173104,0,0,3478.717578,3468.527801,13205.65245,0,708.8567301,215.2371342,2254.69223,1523.665049,0,0,188.6982846,1130.171544,0,4190.943443,0,8748.738648,376,682.1392533,0,0,164.9048626,49.55992603,98.71026589,61.43792483,34.81482407,20177.75208,91.33771491,338.3181727,501.7430528,274.4227309,23.34641144,0,0,0,0,0,0,0
51,1,5494.648674,0,0,3326.565078,3467.81091,12697.53644,0,497.4129133,196.1654894,2314.026236,1526.352288,0,0,208.3753784,1132.996973,0,5246.487569,0,8657.921292,248,651.8668012,0,0,169.1331924,49.92882847,99.44502199,61.8952419,35.07397041,20214.08657,92.01759296,340.8364654,505.4778089,276.4654138,23.52019192,0,0,0,0,0,0,0
52,1,5462.484877,0,0,3077.234785,3466.725917,11952.8979,0,320.6320173,209.7880928,2297.073663,1526.352288,0,283.3333333,225.025227,1141.473259,0,8196.488202,0,8496.468214,80,576.185671,0,0,171.2473573,52.91028589,105.3832967,65.59126349,37.16838265,19342.05886,97.51234506,361.1892243,535.6619852,292.9743103,24.92468013,0,0,0,0,0,0,0
53,1,5430.32108,0,0,3154.162202,3428.748803,11937.21913,0,251.3061757,242.4823411,2203.834511,1526.352288,0,0,231.5842583,1135.822402,0,8004.233481,0,8264.379415,0,485.3683148,0,0,179.7040169,53.89604158,107.3466613,66.81327469,37.86085566,17343.66205,99.32906837,367.9184326,545.6417433,298.4326269,25.38904438,0,0,0,0,0,0,0
54,1,5529.492787,0,0,3180.485667,3240.776651,14188.67023,0,341.4297697,275.1765893,2068.213925,1526.352288,0,283.3333333,240.1614531,1120.282543,0,8360.080878,0,7981.836529,8,406.6599395,0,0,181.8181818,54.98460616,109.5147941,68.16273491,38.62554978,19426.83934,101.3352659,375.3494602,556.6623351,304.4602159,25.90183926,0,0,0,0,0,0,0
55,1,5483.927408,0,0,3354.412407,2945.349615,21055.97259,0,646.4634727,302.4217962,1898.688194,1526.352288,0,1133.333333,251.2613522,1077.90111,0,10426.89055,0,7537.840565,16,353.1786075,0,0,177.589852,56.02479008,111.5865654,69.45221911,39.3562575,22285.15235,103.2522991,382.4502199,567.1931228,310.219912,26.39184326,0,0,0,0,0,0,0
56,1,5537.533737,0,0,3421.486188,2831.052931,21153.13972,0,1090.148859,305.1463169,1746.115035,1520.977809,0,566.6666667,231.5842583,1004.43996,0,11196.38555,0,7053.481332,48,298.6881937,0,0,164.9048626,57.95396841,115.4289784,71.8437625,40.71146541,22600.05125,106.8077269,395.6196521,586.7240604,320.9021391,27.30062975,0,0,0,0,0,0,0
57,1,5540.214053,0,0,3461.478145,3140.099327,21253.81394,0,1492.23874,305.1463169,1647.225025,1515.603329,0,1983.333333,216.9525732,899.8990918,0,11439.01311,0,6599.394551,0,263.370333,0,0,152.2198732,61.18942423,121.8731507,75.85465814,42.98430628,25954.9356,112.7705918,417.7063175,619.4797081,338.817473,28.82477009,0,0,0,0,0,0,0
58,1,5465.165193,0,0,3515.915588,3149.995108,21758.52601,0,1532.101099,321.493441,1587.891019,1472.60749,0,2833.333333,218.9707366,819.3743693,0,11701.63744,0,6226.034309,0,233.0978809,0,0,156.448203,64.66073571,128.7870852,80.15793683,45.42283087,28619.46468,119.1681327,441.4030388,654.6231507,358.0387845,30.46001599,0,0,0,0,0,0,0
59,1,5395.476966,0,0,3566.9261,3025.692685,21677.24395,0,1249.598294,340.5650858,1520.080727,1515.603329,0,1700,238.1432896,761.4530777,0,11710.77882,0,6165.489405,8,197.7800202,0,0,162.7906977,67.40633747,134.2555978,83.56157537,47.35155938,31962.23753,124.2282087,460.1457417,682.4195322,373.2417033,31.75339864,0,0,0,0,0,0,0
60,1,5497.32899,0,0,3576.573433,3065.922154,21905.5145,0,958.4297597,362.3612513,1522.906155,1515.603329,0,1416.666667,251.2613522,716.2462159,0,11599.17776,0,6286.579213,56,226.0343088,0,0,177.589852,74.54248301,148.4689124,92.40803679,52.36455418,33403.50554,137.379948,508.8602559,754.6656337,412.7558976,35.11505398,0,0,0,0,0,0,0
61,1,5317.74779,0,0,3591.195096,3157.145498,21025.54339,0,736.5870667,359.6367306,1548.335015,1518.290569,0,1416.666667,244.7023209,679.5156408,0,11950.1688,0,6326.942482,40,229.061554,0,0,217.7589852,81.26134546,161.8511096,100.7372051,57.08441623,34239.19875,149.7626449,554.7262095,822.6871751,449.9595162,38.28013794,0,0,0,0,0,0,0
62,1,5433.001396,0,0,3610.722849,3141.777854,18784.71672,0,578.8707771,321.493441,1596.367306,1523.665049,0,4816.666667,224.0161453,647.0232089,0,11852.94638,0,6397.578204,0,214.9344097,0,0,285.4122622,85.57327069,170.4393243,106.082567,60.11345462,34408.7597,157.7094162,584.1613355,866.3409636,473.8354658,40.31137545,0,0,0,0,0,0,0
63,1,5376.714751,0,0,3626.134426,3391.397146,17787.98002,0,660.328641,283.3501514,1675.479314,1518.290569,0,2833.333333,185.1664985,676.6902119,0,11330.26873,0,6801.210898,16,236.1251261,0,0,378.435518,91.65713715,182.5567773,113.6245502,64.3872451,34905.33102,168.9218313,625.692523,927.9338265,507.5229908,43.17732907,0,0,0,0,0,0,0
64,1,5473.206142,0,0,3617.662963,3368.109803,15570.25891,0,745.2527969,253.3804238,1760.24218,1504.854369,0,7366.666667,137.7396569,861.7558022,0,10059.71165,0,7598.385469,40,255.2976791,0,0,477.8012685,102.0892143,203.3347161,126.5568772,71.71556377,36055.92313,188.1478908,696.9065374,1033.547831,565.287385,48.09161335,0,0,0,0,0,0,0
65,1,5041.675198,0,0,3662.245662,3250.050128,14687.3996,0,795.514032,228.8597376,1760.24218,1504.854369,0,7933.333333,91.32189707,1084.964682,0,9546.841946,0,8577.194753,0,272.4520686,0,0,562.3678647,101.6477409,202.4554178,126.0095962,71.40543782,36055.92313,187.3342663,693.8928429,1029.078369,562.8428629,47.88364654,0,0,0,0,0,0,0
66,1,5341.870638,0,0,3684.599045,3254.064956,15033.87985,0,840.5758291,209.7880928,1695.257316,1499.479889,0,7933.333333,86.2764884,1243.188698,0,8282.855232,0,9323.915237,0,261.3521695,0,0,602.5369979,97.09391244,193.3853958,120.3643543,68.20646741,35462.45983,178.9416733,662.8063774,982.9755598,537.627449,45.73845462,0,0,0,0,0,0,0
67,1,5470.525826,0,0,3645.138023,3076.027603,13827.95531,0,909.9016706,196.1654894,1621.796165,1504.854369,0,7933.333333,159.9394551,1326.53885,0,7743.513605,0,9737.638749,0,251.2613522,0,0,632.1353066,98.58161735,196.3485106,122.2086166,69.25154938,36104.36911,181.6834766,672.9621152,998.0370352,545.8651539,46.43927429,0,0,0,0,0,0,0
68,1,5524.132154,0,0,3609.459996,2907.485612,13417.00643,0,1015.623579,185.2674067,1520.080727,1504.854369,0,5383.333333,268.4157417,1360.443996,0,7720.374478,0,9949.545913,8,256.3067608,0,0,657.5052854,101.9803579,203.1179028,126.4219312,71.63909436,36249.70706,187.9472711,696.1634346,1032.445772,564.6846261,48.04033387,0,0,0,0,0,0,0
69,1,5430.32108,0,0,3604.022483,2675.797274,13374.81816,0,1150.80897,177.0938446,1387.28557,1504.854369,0,6800,348.1331988,1364.682139,0,7857.304785,0,10000,392,271.4429869,0,0,665.961945,95.49130348,190.1934226,118.3776489,67.08066773,35317.12188,175.9881048,651.8662535,966.7507997,528.7534986,44.9835066,0,0,0,0,0,0,0
70,1,5441.042345,0,0,3613.420682,2624.056161,14038.99984,0,1353.587057,171.6448032,1234.712412,1504.854369,0,3116.666667,397.073663,1346.316852,0,8095.45687,0,9989.909183,216,227.0433905,0,0,663.8477801,85.27089164,169.8370652,105.7077169,59.90103958,36031.70014,157.1521391,582.0971611,863.2796881,472.1611355,40.16893243,0,0,0,0,0,0,0
71,1,4752.201024,0,0,3620.606156,2578.090772,14552.37649,0,1452.376381,168.9202825,1116.0444,1504.854369,0,3966.666667,433.9051463,1367.507568,0,8254.764522,0,10000,528,106.962664,0,0,653.2769556,79.0237405,157.3943922,97.96331467,55.51254498,34856.88504,145.6387945,539.4513195,800.0337365,437.5694722,37.22605958,0,0,0,0,0,0,0
72,1,3926.663564,0,0,3616.042669,2541.874949,16004.10705,0,1441.977505,174.3693239,1019.979818,1502.167129,0,1416.666667,461.1503532,1394.349142,0,7909.582072,0,10000,1088,30.27245207,0,0,627.9069767,84.9019892,169.1023091,105.2503998,59.64189324,35583.57479,156.4722611,579.5788685,859.544932,470.1184526,39.99515194,0,0,0,0,0,0,0
73,1,4317.989763,0,0,3610.73981,2553.954115,16894.80574,0,1334.52245,182.542886,912.6135217,1491.418169,0,1133.333333,481.3319879,1388.698285,0,7106.37822,0,10000,992,7.063572149,0,0,604.6511628,94.06407437,187.3507597,116.6083567,66.07806877,36213.37258,173.3577569,642.1233507,952.3015794,520.8506597,44.31117553,0,0,0,0,0,0,0
74,1,4250.981852,0,0,3571.436963,2489.914315,17173.72285,0,1116.146049,190.716448,822.1997982,1448.42233,0,566.6666667,493.4409687,1367.507568,0,7060.861748,0,9969.727548,896,3.027245207,0,0,594.0803383,100.3656537,199.9018393,124.4202319,70.50479808,36237.59557,184.9714114,685.1407437,1016.098561,555.7437025,47.27968812,0,0,0,0,0,0,0
