Time,Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SL,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
11,1,3740.322738,283.2991803,463.6666667,1963.663102,354.8069472,75975.21081,378.0612245,3304.590984,2042.237844,15680.01362,17393.95457,205.7992779,7676.340034,92.05785124,1903.571717,81.32995969,7867.222835,4144.939966,2265.728593,609.2066543,766.8099899,40.24390244,312.4066599,11034.9139,41.86933831,83.06114206,2886.373096,1603.525891,19890.40438,138.7601078,1525.916358,2040.389342,881.0381443,0,157.2763685,239.0588235,0,4.803229062,2324.416965,437.6321608,9.259259259
12,1,3748.876936,291.0696721,492,1936.302618,341.2635631,75882.7723,378.0612245,3900.114511,2316.75454,17450.91975,16617.70411,135.5495706,8041.984925,123.3966942,1904.781101,78.83763616,7771.85604,4945.111492,1979.955352,816.024503,720.702589,43.90243902,418.4661958,10424.49692,44.89719651,89.06786131,2891.36187,1606.764785,18384.45875,139.916442,1531.789785,1969.986949,873.0649485,0,138.2376502,236.9243697,0,5.933400605,1994.029271,199.0673367,8.847736626
13,1,3669.750611,193.9385246,535.6666667,1884.77993,308.4465024,76337.98933,465.3061224,4428.868707,2420.738137,17820.08983,16594.97606,81.48204528,7918.634841,129.2727273,1837.861808,109.8914144,7912.844732,5742.71012,1916.694976,1070.954057,669.6551093,51.2195122,518.0322906,9125.116665,53.06788495,105.2770192,2857.721372,1594.890643,16697.48591,141.0727763,1534.139156,1994.307776,851.8030928,0,112.1628838,221.9831933,0,6.215943491,1063.182198,169.0492462,8.641975309
14,1,3445.202934,192.9672131,549,1950.612618,288.8139797,74257.9161,542.8571429,4901.163541,2345.869947,18744.4029,16100.20381,103.9467213,7423.031826,127.3140496,1933.000081,133.2390428,8055.088252,5953.687822,1961.701114,1267.982944,786.021407,43.90243902,556.9929364,9132.223235,66.08211865,131.0948887,2833.820465,1620.285109,15263.38644,149.1671159,1525.916358,2007.108211,885.0247423,0,95.19359146,207.0420168,0,5.368314834,1211.721625,177.7386935,9.259259259
15,1,3199.269764,151.2008197,502.6666667,2016.923279,220.7439542,71357.7535,571.9387755,5597.822968,2314.674868,19910.20317,15152.61878,70.63046448,6348.123953,97.9338843,2089.81698,154.695943,8061.272752,5716.981132,2089.008687,1331.715332,904.0343976,43.90243902,572.8657921,9119.3192,76.61596493,151.9921213,2845.40502,1637.049731,15241.26786,154.9487871,1532.964471,1991.747689,883.6958763,0,84.01869159,207.0420168,0,3.673057518,880.4336918,0,11.93415638
16,1,2953.336593,154.9241803,446,2138.591737,192.3819723,68137.07467,697.9591837,6360.760777,2364.586995,20423.71044,14047.6857,46.64275956,5570.577889,111.6446281,2267.596549,169.0769363,7746.042471,4049.74271,2339.68973,1451.057354,1339.859116,43.90243902,566.3723512,9840.168538,75.02365627,148.8332709,2853.375998,1670.673398,16393.1594,158.4177898,1523.566987,1964.866775,829.2123711,0,76.98264352,202.7731092,0,1.41271443,576.1529271,0,15.63786008
17,1,2491.409943,156.2192623,460.3333333,2285.425684,221.2054816,68172.15442,877.2959184,6939.10102,2291.798477,20248.8404,14205.03376,46.26200234,5002.286432,125.3553719,2439.329195,153.3495154,6946.449255,3054.030875,2765.202309,1444.392529,2173.08572,18.29268293,536.7911201,9592.093133,87.10782367,172.8060583,2917.785576,1699.567173,17254.05832,156.1051213,1520.042931,2018.628603,795.9907216,0,95.60747664,164.3529412,0,0.282542886,590.5567503,0,18.72427984
18,1,2437.94621,197.9856557,413.3333333,2349.669878,255.6830726,70056.20497,848.2142857,7269.020072,2214.850615,22372.26231,16287.27317,68.15554254,4572.763819,133.1900826,2709.425139,114.4463505,6179.212631,2750.428816,3230.213282,1556.86145,3127.618699,10.97560976,482.679112,8874.04902,87.43007358,173.4453435,2913.668027,1734.215656,18495.67911,159.574124,1504.772021,2059.589995,810.6082474,0,120.8544726,151.5462185,11.38888889,0.847628658,564.4498208,0,21.19341564
19,1,2320.325998,224.2110656,474,2423.344601,217.4094921,67833.09176,809.4387755,7247.909181,1981.927358,24681.65713,19642.28361,36.3623146,4387.738693,137.107438,2767.475611,91.87220173,5507.701324,3123.499142,3562.251575,2110.041919,4027.810813,10.97560976,425.6811302,9315.965478,93.99028187,186.459602,2906.366797,1777.977044,21499.72691,158.4177898,1511.820133,1969.986949,813.2659794,0,141.5487316,170.7563025,0,2.260343088,460.0221027,0,23.66255144
20,1,2641.108394,195.0717213,490.6666667,2412.717003,268.9277571,65200.92199,760.9693878,6862.021718,2094.229643,25536.57733,22675.60467,34.07777127,4493.467337,160.6115702,2716.681448,127.624153,5175.082736,3285.591767,3624.410402,3262.640082,4052.511207,10.97560976,367.9616549,9880.096242,107.6715963,213.6008382,2916.80711,1822.467926,23821.86369,146.8544474,1498.898594,1986.627515,770.742268,0,155.2069426,136.605042,22.77777778,4.23814329,395.2048984,0,25.51440329
21,1,3088.0652,224.5348361,499.3333333,2380.95639,317.0842351,63433.94459,785.2040816,6513.937479,2250.205038,24606.71283,25051.56047,27.2241413,4539.723618,146.9008264,2546.964444,139.2549961,5212.189741,4289.022298,3864.705412,4201.339019,4438.935139,14.63414634,316.0141271,9756.666338,106.3755686,211.0297552,2906.634422,1849.773815,25801.71159,143.3854447,1490.675796,2018.628603,803.9639175,0,194.1121495,46.95798319,0,6.215943491,466.3237754,21.32864322,26.13168724
22,1,3639.810921,196.204918,464.6666667,2434.5841,317.0219784,59452.88773,828.8265306,5989.110892,2210.691271,24157.04701,26628.53775,14.65915301,5127.839196,142.9834711,2516.729823,121.2071361,4850.172366,4245.283019,3697.269989,3543.812384,4666.727655,10.97560976,261.9021191,9517.754669,125.2163187,248.4063722,2873.672748,1867.63635,26486.91685,143.3854447,1477.754256,2033.989125,813.2659794,0,178.7983979,34.1512605,0,8.476286579,335.7891278,3.159798995,27.36625514
